Row Labels,Count of Aboard,Count of cn/ln,Count of Aboard Passangers,Count of Aboard Crew,Count of Fatalities,Count of Fatalities Passangers,Count of Fatalities Crew
9/20/1943,1,1,1,1,1,1,1
9/22/1943,1,1,1,1,1,1,1
10/15/1943,1,1,1,1,1,1,1
10/19/1943,1,1,1,1,1,1,1
10/22/1943,2,2,2,2,2,2,2
11/5/1943,1,0,1,1,1,1,1
11/8/1943,1,0,1,1,1,1,1
11/19/1943,2,0,2,2,2,2,2
11/26/1943,1,0,1,1,1,1,1
12/17/1943,1,1,1,1,1,1,1
12/18/1943,1,0,1,1,1,1,1
12/19/1943,1,1,1,1,1,1,1
12/29/1943,1,0,1,1,1,1,1
1/15/1944,1,1,1,1,1,1,1
2/10/1944,2,1,2,2,2,2,2
2/20/1944,1,0,1,1,1,1,1
2/21/1944,1,1,1,1,1,1,1
3/22/1944,1,0,1,1,1,1,1
4/6/1944,1,0,1,1,1,1,1
4/17/1944,1,1,1,1,1,1,1
4/21/1944,1,1,1,1,1,1,1
4/25/1944,1,0,1,1,1,1,1
5/26/1944,1,0,1,1,1,1,1
5/27/1944,1,0,1,1,1,1,1
6/6/1944,3,3,3,3,3,3,3
6/8/1944,1,0,1,1,1,1,1
6/18/1944,1,0,1,1,1,1,1
6/20/1944,1,1,1,1,1,1,1
7/11/1944,1,1,1,1,1,1,1
7/23/1944,1,1,1,1,1,1,1
7/26/1944,1,1,1,1,1,1,1
7/27/1944,1,1,1,1,1,1,1
7/31/1944,1,0,1,1,1,1,1
8/3/1944,1,1,1,1,1,1,1
8/8/1944,1,1,1,1,1,1,1
8/12/1944,1,0,1,1,1,1,1
8/23/1944,1,0,1,1,1,1,1
8/28/1944,1,1,1,1,1,1,1
8/29/1944,1,1,1,1,1,1,1
8/30/1944,1,1,1,1,1,1,1
9/2/1944,1,1,1,1,1,1,1
9/7/1944,1,1,1,1,1,1,1
9/17/1944,1,0,1,1,1,1,1
9/18/1944,1,1,1,1,1,1,1
9/21/1944,1,1,1,1,1,1,1
9/27/1944,1,1,1,1,1,1,1
10/7/1944,1,0,1,1,1,1,1
10/10/1944,1,1,1,1,1,1,1
10/11/1944,2,2,2,2,2,2,2
10/16/1944,1,1,1,1,1,1,1
10/17/1944,1,1,1,1,1,1,1
10/18/1944,1,0,1,1,1,1,1
11/4/1944,1,1,1,1,1,1,1
11/6/1944,1,1,1,1,1,1,1
11/9/1944,1,0,1,1,1,1,1
11/10/1944,1,0,1,1,1,1,1
11/19/1944,1,1,1,1,1,1,1
11/29/1944,3,1,3,3,3,3,3
11/30/1944,1,0,1,1,1,1,1
12/1/1944,1,1,1,1,1,1,1
12/3/1944,1,0,1,1,1,1,1
12/7/1944,1,1,1,1,1,1,1
12/15/1944,1,1,1,1,1,1,1
1/6/1945,1,0,1,1,1,1,1
1/8/1945,1,1,1,1,1,1,1
1/10/1945,1,1,1,1,1,1,1
1/14/1945,1,0,1,1,1,1,1
1/16/1945,1,0,1,1,1,1,1
1/23/1945,1,0,1,1,1,1,1
1/31/1945,1,1,1,1,1,1,1
2/2/1945,1,1,1,1,1,1,1
2/6/1945,1,1,1,1,1,1,1
2/13/1945,1,1,1,1,1,1,1
2/15/1945,1,1,1,1,1,1,1
2/23/1945,3,3,3,3,3,3,3
3/27/1945,1,1,1,1,1,1,1
4/9/1945,1,0,1,1,1,1,1
4/14/1945,1,1,1,1,1,1,1
4/19/1945,1,1,1,1,1,1,1
4/20/1945,2,1,2,2,2,2,2
4/21/1945,1,0,1,1,1,1,1
4/23/1945,1,1,1,1,1,1,1
4/27/1945,1,1,1,1,1,1,1
5/5/1945,1,1,1,1,1,1,1
5/6/1945,1,1,1,1,1,1,1
5/9/1945,1,0,1,1,1,1,1
5/13/1945,1,1,1,1,1,1,1
5/30/1945,1,1,1,1,1,1,1
6/15/1945,1,0,1,1,1,1,1
6/24/1945,1,1,1,1,1,1,1
6/25/1945,1,0,1,1,1,1,1
6/29/1945,1,0,1,1,1,1,1
6/30/1945,1,0,1,1,1,1,1
7/4/1945,1,1,1,1,1,1,1
7/11/1945,1,1,1,1,1,1,1
7/12/1945,1,1,1,1,1,1,1
7/28/1945,1,1,1,1,1,1,1
8/1/1945,1,1,1,1,1,1,1
8/3/1945,1,1,1,1,1,1,1
8/11/1945,1,1,1,1,1,1,1
9/7/1945,1,1,1,1,1,1,1
9/11/1945,1,1,1,1,1,1,1
9/15/1945,1,1,1,1,1,1,1
9/18/1945,1,1,1,1,1,1,1
9/28/1945,1,1,1,1,1,1,1
10/5/1945,2,1,2,2,2,2,2
10/7/1945,1,0,1,1,1,1,1
10/13/1945,1,0,1,1,1,1,1
10/16/1945,1,1,1,1,1,1,1
10/20/1945,2,1,2,2,2,2,2
10/23/1945,1,1,1,1,1,1,1
10/24/1945,2,2,2,2,2,2,2
10/30/1945,1,1,1,1,1,1,1
11/1/1945,1,1,1,1,1,1,1
11/3/1945,1,1,1,1,1,1,1
11/7/1945,1,0,1,1,1,1,1
11/8/1945,1,0,1,1,1,1,1
11/9/1945,1,1,1,1,1,1,1
11/11/1945,3,1,3,3,3,3,3
11/13/1945,1,0,1,1,1,1,1
11/15/1945,1,1,1,1,1,1,1
11/22/1945,1,0,1,1,1,1,1
12/3/1945,1,0,1,1,1,1,1
12/5/1945,1,0,1,1,1,1,1
12/8/1945,1,1,1,1,1,1,1
12/18/1945,1,1,1,1,1,1,1
12/25/1945,2,1,2,2,2,2,2
12/30/1945,1,1,1,1,1,1,1
1/6/1946,1,1,1,1,1,1,1
1/9/1946,1,0,1,1,1,1,1
1/14/1946,1,0,1,1,1,1,1
1/15/1946,1,1,1,1,1,1,1
1/18/1946,1,1,1,1,1,1,1
1/19/1946,1,0,1,1,1,1,1
1/30/1946,1,1,1,1,1,1,1
1/31/1946,1,1,1,1,1,1,1
2/5/1946,1,0,1,1,1,1,1
2/21/1946,1,1,1,1,1,1,1
3/3/1946,1,1,1,1,1,1,1
3/5/1946,1,0,1,1,1,1,1
3/10/1946,1,1,1,1,1,1,1
3/17/1946,1,0,1,1,1,1,1
3/18/1946,1,0,1,1,1,1,1
3/19/1946,1,0,1,1,1,1,1
3/23/1946,1,1,1,1,1,1,1
4/1/1946,1,0,1,1,1,1,1
4/5/1946,1,0,1,1,1,1,1
4/8/1946,1,0,1,1,1,1,1
4/22/1946,1,0,1,1,1,1,1
4/30/1946,1,1,1,1,1,1,1
5/10/1946,1,0,1,1,1,1,1
5/16/1946,1,1,1,1,1,1,1
5/22/1946,1,1,1,1,1,1,1
6/1/1946,1,1,1,1,1,1,1
6/9/1946,2,2,2,2,2,2,2
6/29/1946,2,2,2,2,2,2,2
7/9/1946,1,0,1,1,1,1,1
7/11/1946,1,1,1,1,1,1,1
7/13/1946,1,0,1,1,1,1,1
7/17/1946,1,1,1,1,1,1,1
7/18/1946,1,0,1,1,1,1,1
7/20/1946,1,0,1,1,1,1,1
7/25/1946,1,1,1,1,1,1,1
7/26/1946,1,0,1,1,1,1,1
8/7/1946,1,1,1,1,1,1,1
8/9/1946,1,0,1,1,1,1,1
8/14/1946,1,1,1,1,1,1,1
8/20/1946,1,1,1,1,1,1,1
8/21/1946,1,1,1,1,1,1,1
8/24/1946,1,1,1,1,1,1,1
8/31/1946,1,0,1,1,1,1,1
9/3/1946,1,1,1,1,1,1,1
9/4/1946,1,1,1,1,1,1,1
9/5/1946,1,1,1,1,1,1,1
9/7/1946,2,1,2,2,2,2,2
9/15/1946,1,1,1,1,1,1,1
9/17/1946,1,1,1,1,1,1,1
9/18/1946,1,1,1,1,1,1,1
9/19/1946,1,0,1,1,1,1,1
9/20/1946,1,0,1,1,1,1,1
9/25/1946,1,1,1,1,1,1,1
9/27/1946,2,1,2,2,2,2,2
10/3/1946,1,1,1,1,1,1,1
10/6/1946,1,0,1,1,1,1,1
10/7/1946,1,0,1,1,1,1,1
10/8/1946,1,1,1,1,1,1,1
10/10/1946,1,1,1,1,1,1,1
10/17/1946,2,2,2,2,2,2,2
10/23/1946,1,1,1,1,1,1,1
11/1/1946,1,1,1,1,1,1,1
11/5/1946,1,0,1,1,1,1,1
11/11/1946,1,1,1,1,1,1,1
11/13/1946,2,1,2,2,2,2,2
11/14/1946,1,1,1,1,1,1,1
11/16/1946,1,0,1,1,1,1,1
11/26/1946,1,1,1,1,1,1,1
11/30/1946,1,1,1,1,1,1,1
12/4/1946,1,0,1,1,1,1,1
12/10/1946,2,1,2,2,2,2,2
12/14/1946,1,1,1,1,1,1,1
12/17/1946,1,1,1,1,1,1,1
12/23/1946,1,1,1,1,1,1,1
12/24/1946,1,1,1,1,1,1,1
12/25/1946,3,0,3,3,3,3,3
12/28/1946,3,3,3,3,3,3,3
1/3/1947,1,1,1,1,1,1,1
1/5/1947,2,1,2,2,2,2,2
1/11/1947,2,2,2,2,2,2,2
1/12/1947,1,1,1,1,1,1,1
1/14/1947,1,1,1,1,1,1,1
1/22/1947,1,1,1,1,1,1,1
1/25/1947,3,2,3,3,3,3,3
1/26/1947,1,1,1,1,1,1,1
1/28/1947,1,0,1,1,1,1,1
2/1/1947,1,1,1,1,1,1,1
2/5/1947,1,1,1,1,1,1,1
2/6/1947,1,1,1,1,1,1,1
2/14/1947,1,1,1,1,1,1,1
2/15/1947,2,2,2,2,2,2,2
2/21/1947,1,0,1,1,1,1,1
2/26/1947,1,1,1,1,1,1,1
3/5/1947,1,1,1,1,1,1,1
3/8/1947,2,2,2,2,2,2,2
3/14/1947,1,1,1,1,1,1,1
3/17/1947,1,1,1,1,1,1,1
3/18/1947,1,1,1,1,1,1,1
4/8/1947,1,0,1,1,1,1,1
4/13/1947,1,1,1,1,1,1,1
4/22/1947,1,1,1,1,1,1,1
4/28/1947,1,1,1,1,1,1,1
5/4/1947,1,1,1,1,1,1,1
5/11/1947,1,1,1,1,1,1,1
5/16/1947,1,1,1,1,1,1,1
5/29/1947,3,3,3,3,3,3,3
5/30/1947,1,1,1,1,1,1,1
6/4/1947,1,1,1,1,1,1,1
6/11/1947,1,0,1,1,1,1,1
6/13/1947,1,1,1,1,1,1,1
6/19/1947,1,1,1,1,1,1,1
6/21/1947,1,0,1,1,1,1,1
7/1/1947,1,1,1,1,1,1,1
7/13/1947,1,1,1,1,1,1,1
7/15/1947,1,1,1,1,1,1,1
7/16/1947,1,1,1,1,1,1,1
7/25/1947,1,1,1,1,1,1,1
7/31/1947,1,0,1,1,1,1,1
8/2/1947,1,1,1,1,1,1,1
8/6/1947,1,0,1,1,1,1,1
8/8/1947,1,1,1,1,1,1,1
8/9/1947,1,1,1,1,1,1,1
8/13/1947,1,1,1,1,1,1,1
8/21/1947,1,1,1,1,1,1,1
8/23/1947,1,1,1,1,1,1,1
8/28/1947,1,1,1,1,1,1,1
10/8/1947,1,1,1,1,1,1,1
10/14/1947,1,1,1,1,1,1,1
10/16/1947,2,1,2,2,2,2,2
10/24/1947,1,1,1,1,1,1,1
10/26/1947,2,2,2,2,2,2,2
10/31/1947,1,1,1,1,1,1,1
11/2/1947,1,0,1,1,1,1,1
11/11/1947,1,1,1,1,1,1,1
11/13/1947,1,1,1,1,1,1,1
11/18/1947,2,2,2,2,2,2,2
11/21/1947,1,1,1,1,1,1,1
11/27/1947,3,2,3,3,3,3,3
11/28/1947,1,1,1,1,1,1,1
11/30/1947,1,1,1,1,1,1,1
12/10/1947,1,1,1,1,1,1,1
12/11/1947,1,1,1,1,1,1,1
12/18/1947,1,1,1,1,1,1,1
12/23/1947,1,0,1,1,1,1,1
12/27/1947,1,1,1,1,1,1,1
12/28/1947,1,1,1,1,1,1,1
1/6/1948,2,2,2,2,2,2,2
1/7/1948,1,1,1,1,1,1,1
1/8/1948,1,1,1,1,1,1,1
1/11/1948,1,1,1,1,1,1,1
1/13/1948,1,1,1,1,1,1,1
1/20/1948,1,0,1,1,1,1,1
1/28/1948,1,1,1,1,1,1,1
1/30/1948,1,1,1,1,1,1,1
2/7/1948,1,1,1,1,1,1,1
2/10/1948,1,1,1,1,1,1,1
2/12/1948,1,1,1,1,1,1,1
2/20/1948,1,1,1,1,1,1,1
2/21/1948,1,1,1,1,1,1,1
2/23/1948,1,0,1,1,1,1,1
2/25/1948,1,1,1,1,1,1,1
2/27/1948,1,1,1,1,1,1,1
3/2/1948,2,2,2,2,2,2,2
3/7/1948,1,1,1,1,1,1,1
3/10/1948,1,1,1,1,1,1,1
3/12/1948,1,1,1,1,1,1,1
3/13/1948,1,1,1,1,1,1,1
3/15/1948,1,1,1,1,1,1,1
3/27/1948,1,1,1,1,1,1,1
4/5/1948,1,1,1,1,1,1,1
4/15/1948,1,1,1,1,1,1,1
4/18/1948,1,1,1,1,1,1,1
4/24/1948,1,1,1,1,1,1,1
5/13/1948,2,2,2,2,2,2,2
5/15/1948,1,1,1,1,1,1,1
5/16/1948,1,1,1,1,1,1,1
5/20/1948,1,1,1,1,1,1,1
5/22/1948,1,1,1,1,1,1,1
5/25/1948,1,1,1,1,1,1,1
6/10/1948,1,1,1,1,1,1,1
6/17/1948,2,1,2,2,2,2,2
6/26/1948,1,1,1,1,1,1,1
7/1/1948,1,1,1,1,1,1,1
7/4/1948,1,1,1,1,1,1,1
7/7/1948,1,1,1,1,1,1,1
7/14/1948,1,1,1,1,1,1,1
7/16/1948,1,0,1,1,1,1,1
7/24/1948,1,1,1,1,1,1,1
7/29/1948,2,2,2,2,2,2,2
8/1/1948,2,2,2,2,2,2,2
8/9/1948,1,1,1,1,1,1,1
8/20/1948,1,1,1,1,1,1,1
8/29/1948,1,1,1,1,1,1,1
8/31/1948,1,1,1,1,1,1,1
9/2/1948,1,1,1,1,1,1,1
9/30/1948,1,1,1,1,1,1,1
10/2/1948,1,1,1,1,1,1,1
10/12/1948,1,1,1,1,1,1,1
10/21/1948,1,1,1,1,1,1,1
10/23/1948,1,1,1,1,1,1,1
10/25/1948,1,1,1,1,1,1,1
10/27/1948,1,1,1,1,1,1,1
11/3/1948,1,1,1,1,1,1,1
11/4/1948,1,1,1,1,1,1,1
11/8/1948,1,1,1,1,1,1,1
11/11/1948,1,1,1,1,1,1,1
11/22/1948,1,0,1,1,1,1,1
11/26/1948,1,1,1,1,1,1,1
12/5/1948,1,0,1,1,1,1,1
12/6/1948,1,1,1,1,1,1,1
12/12/1948,1,0,1,1,1,1,1
12/15/1948,1,1,1,1,1,1,1
12/21/1948,2,2,2,2,2,2,2
12/23/1948,1,1,1,1,1,1,1
12/28/1948,1,1,1,1,1,1,1
12/31/1948,1,1,1,1,1,1,1
1/2/1949,1,1,1,1,1,1,1
1/5/1949,1,1,1,1,1,1,1
1/6/1949,1,1,1,1,1,1,1
1/11/1949,1,0,1,1,1,1,1
1/15/1949,1,1,1,1,1,1,1
1/16/1949,1,1,1,1,1,1,1
1/17/1949,2,1,2,2,2,2,2
1/20/1949,1,1,1,1,1,1,1
1/30/1949,1,1,1,1,1,1,1
2/2/1949,1,1,1,1,1,1,1
2/4/1949,1,1,1,1,1,1,1
2/5/1949,1,0,1,1,1,1,1
2/8/1949,1,1,1,1,1,1,1
2/10/1949,1,1,1,1,1,1,1
2/19/1949,1,1,1,1,1,1,1
2/24/1949,2,1,2,2,2,2,2
3/10/1949,1,1,1,1,1,1,1
3/15/1949,1,1,1,1,1,1,1
3/18/1949,1,1,1,1,1,1,1
4/29/1949,1,0,1,1,1,1,1
5/4/1949,2,1,2,2,2,2,2
5/7/1949,1,1,1,1,1,1,1
5/13/1949,1,1,1,1,1,1,1
6/6/1949,1,1,1,1,1,1,1
6/7/1949,2,1,2,2,2,2,2
6/23/1949,1,1,1,1,1,1,1
7/2/1949,1,1,1,1,1,1,1
7/12/1949,2,2,2,2,2,2,2
7/13/1949,1,0,1,1,1,1,1
7/19/1949,1,1,1,1,1,1,1
7/21/1949,1,1,1,1,1,1,1
7/30/1949,1,1,1,1,1,1,1
8/2/1949,1,1,1,1,1,1,1
8/3/1949,1,1,1,1,1,1,1
8/6/1949,1,1,1,1,1,1,1
8/9/1949,1,1,1,1,1,1,1
8/13/1949,1,0,1,1,1,1,1
8/15/1949,1,1,1,1,1,1,1
8/19/1949,1,1,1,1,1,1,1
8/21/1949,1,0,1,1,1,1,1
8/27/1949,1,1,1,1,1,1,1
9/9/1949,1,1,1,1,1,1,1
9/26/1949,1,1,1,1,1,1,1
9/27/1949,1,1,1,1,1,1,1
10/9/1949,1,1,1,1,1,1,1
10/28/1949,1,1,1,1,1,1,1
11/1/1949,1,1,1,1,1,1,1
11/4/1949,1,1,1,1,1,1,1
11/16/1949,1,0,1,1,1,1,1
11/20/1949,1,1,1,1,1,1,1
11/26/1949,1,0,1,1,1,1,1
11/29/1949,2,2,2,2,2,2,2
12/1/1949,1,1,1,1,1,1,1
12/7/1949,1,1,1,1,1,1,1
12/9/1949,1,1,1,1,1,1,1
12/10/1949,1,1,1,1,1,1,1
12/12/1949,2,2,2,2,2,2,2
12/16/1949,1,1,1,1,1,1,1
12/18/1949,1,1,1,1,1,1,1
12/30/1949,1,1,1,1,1,1,1
1/5/1950,1,0,1,1,1,1,1
1/18/1950,1,0,1,1,1,1,1
1/20/1950,1,0,1,1,1,1,1
1/24/1950,2,1,2,2,2,2,2
1/26/1950,1,1,1,1,1,1,1
2/2/1950,1,1,1,1,1,1,1
2/27/1950,1,1,1,1,1,1,1
3/7/1950,1,1,1,1,1,1,1
3/10/1950,1,1,1,1,1,1,1
3/12/1950,1,1,1,1,1,1,1
3/25/1950,1,1,1,1,1,1,1
3/28/1950,1,1,1,1,1,1,1
4/5/1950,1,1,1,1,1,1,1
4/13/1950,1,1,1,1,1,1,1
4/15/1950,1,0,1,1,1,1,1
4/21/1950,1,0,1,1,1,1,1
5/2/1950,1,1,1,1,1,1,1
5/17/1950,1,0,1,1,1,1,1
5/23/1950,1,1,1,1,1,1,1
5/24/1950,1,1,1,1,1,1,1
5/27/1950,1,1,1,1,1,1,1
5/30/1950,1,1,1,1,1,1,1
6/5/1950,1,1,1,1,1,1,1
6/9/1950,1,1,1,1,1,1,1
6/12/1950,1,1,1,1,1,1,1
6/14/1950,1,1,1,1,1,1,1
6/23/1950,1,1,1,1,1,1,1
6/26/1950,1,1,1,1,1,1,1
7/7/1950,1,1,1,1,1,1,1
7/9/1950,1,1,1,1,1,1,1
7/17/1950,1,1,1,1,1,1,1
7/18/1950,1,1,1,1,1,1,1
7/27/1950,1,0,1,1,1,1,1
7/28/1950,1,1,1,1,1,1,1
7/29/1950,1,1,1,1,1,1,1
7/30/1950,2,1,2,2,2,2,2
8/5/1950,1,0,1,1,1,1,1
8/22/1950,1,1,1,1,1,1,1
8/25/1950,1,1,1,1,1,1,1
8/31/1950,1,1,1,1,1,1,1
9/4/1950,1,1,1,1,1,1,1
9/14/1950,1,1,1,1,1,1,1
9/20/1950,1,1,1,1,1,1,1
9/21/1950,1,1,1,1,1,1,1
9/23/1950,1,1,1,1,1,1,1
9/26/1950,1,1,1,1,1,1,1
10/13/1950,2,2,2,2,2,2,2
10/17/1950,1,1,1,1,1,1,1
10/31/1950,1,1,1,1,1,1,1
11/3/1950,1,1,1,1,1,1,1
11/7/1950,1,1,1,1,1,1,1
11/13/1950,1,1,1,1,1,1,1
11/17/1950,1,1,1,1,1,1,1
11/21/1950,1,1,1,1,1,1,1
11/23/1950,1,1,1,1,1,1,1
11/25/1950,1,1,1,1,1,1,1
12/1/1950,1,1,1,1,1,1,1
12/8/1950,2,2,2,2,2,2,2
12/13/1950,2,2,2,2,2,2,2
12/14/1950,1,0,1,1,1,1,1
12/15/1950,1,1,1,1,1,1,1
12/19/1950,1,1,1,1,1,1,1
12/22/1950,1,1,1,1,1,1,1
12/30/1950,1,1,1,1,1,1,1
1/12/1951,1,1,1,1,1,1,1
1/13/1951,1,1,1,1,1,1,1
1/14/1951,1,1,1,1,1,1,1
1/16/1951,1,1,1,1,1,1,1
1/17/1951,1,1,1,1,1,1,1
1/20/1951,1,0,1,1,1,1,1
1/28/1951,1,0,1,1,1,1,1
1/31/1951,1,1,1,1,1,1,1
2/1/1951,1,0,1,1,1,1,1
2/3/1951,1,1,1,1,1,1,1
2/14/1951,1,1,1,1,1,1,1
3/2/1951,1,1,1,1,1,1,1
3/11/1951,1,1,1,1,1,1,1
3/21/1951,1,1,1,1,1,1,1
3/22/1951,1,1,1,1,1,1,1
3/23/1951,1,1,1,1,1,1,1
3/25/1951,1,1,1,1,1,1,1
3/26/1951,1,1,1,1,1,1,1
3/27/1951,1,1,1,1,1,1,1
4/2/1951,1,1,1,1,1,1,1
4/6/1951,1,1,1,1,1,1,1
4/8/1951,1,1,1,1,1,1,1
4/9/1951,1,0,1,1,1,1,1
4/25/1951,1,1,1,1,1,1,1
4/28/1951,1,1,1,1,1,1,1
5/6/1951,1,1,1,1,1,1,1
5/8/1951,1,1,1,1,1,1,1
5/18/1951,1,1,1,1,1,1,1
6/3/1951,1,1,1,1,1,1,1
6/6/1951,1,1,1,1,1,1,1
6/13/1951,1,1,1,1,1,1,1
6/22/1951,1,1,1,1,1,1,1
6/29/1951,1,1,1,1,1,1,1
6/30/1951,1,1,1,1,1,1,1
7/12/1951,3,3,3,3,3,3,3
7/16/1951,1,1,1,1,1,1,1
7/20/1951,1,1,1,1,1,1,1
7/21/1951,1,1,1,1,1,1,1
7/24/1951,1,1,1,1,1,1,1
7/29/1951,1,1,1,1,1,1,1
8/8/1951,1,1,1,1,1,1,1
8/11/1951,1,1,1,1,1,1,1
8/17/1951,1,1,1,1,1,1,1
8/24/1951,1,1,1,1,1,1,1
9/8/1951,1,1,1,1,1,1,1
9/12/1951,2,2,2,2,2,2,2
9/15/1951,1,1,1,1,1,1,1
9/27/1951,1,1,1,1,1,1,1
9/29/1951,1,1,1,1,1,1,1
10/8/1951,1,1,1,1,1,1,1
10/15/1951,2,2,2,2,2,2,2
10/17/1951,1,1,1,1,1,1,1
10/22/1951,1,1,1,1,1,1,1
10/27/1951,1,0,1,1,1,1,1
11/5/1951,1,1,1,1,1,1,1
11/13/1951,1,1,1,1,1,1,1
11/15/1951,1,1,1,1,1,1,1
11/17/1951,1,1,1,1,1,1,1
11/19/1951,1,1,1,1,1,1,1
11/21/1951,1,1,1,1,1,1,1
11/24/1951,1,1,1,1,1,1,1
11/27/1951,1,1,1,1,1,1,1
12/4/1951,1,1,1,1,1,1,1
12/13/1951,1,0,1,1,1,1,1
12/16/1951,1,1,1,1,1,1,1
12/23/1951,1,1,1,1,1,1,1
12/27/1951,1,1,1,1,1,1,1
12/29/1951,1,1,1,1,1,1,1
12/30/1951,2,2,2,2,2,2,2
12/31/1951,1,1,1,1,1,1,1
1/2/1952,1,1,1,1,1,1,1
1/10/1952,1,1,1,1,1,1,1
1/19/1952,1,1,1,1,1,1,1
1/22/1952,1,1,1,1,1,1,1
2/4/1952,1,1,1,1,1,1,1
2/7/1952,1,0,1,1,1,1,1
2/11/1952,1,1,1,1,1,1,1
2/16/1952,1,1,1,1,1,1,1
2/19/1952,2,2,2,2,2,2,2
2/28/1952,1,1,1,1,1,1,1
3/3/1952,1,1,1,1,1,1,1
3/10/1952,1,1,1,1,1,1,1
3/12/1952,1,0,1,1,1,1,1
3/22/1952,2,2,2,2,2,2,2
3/24/1952,1,1,1,1,1,1,1
3/26/1952,1,0,1,1,1,1,1
3/29/1952,1,0,1,1,1,1,1
3/30/1952,1,1,1,1,1,1,1
4/5/1952,1,1,1,1,1,1,1
4/9/1952,1,1,1,1,1,1,1
4/10/1952,1,1,1,1,1,1,1
4/11/1952,1,1,1,1,1,1,1
4/18/1952,1,1,1,1,1,1,1
4/29/1952,1,1,1,1,1,1,1
4/30/1952,1,1,1,1,1,1,1
5/5/1952,1,1,1,1,1,1,1
5/9/1952,1,1,1,1,1,1,1
5/13/1952,1,1,1,1,1,1,1
5/24/1952,1,1,1,1,1,1,1
5/26/1952,1,1,1,1,1,1,1
6/13/1952,1,1,1,1,1,1,1
6/14/1952,1,1,1,1,1,1,1
6/24/1952,1,0,1,1,1,1,1
6/25/1952,1,0,1,1,1,1,1
7/18/1952,1,0,1,1,1,1,1
7/27/1952,1,1,1,1,1,1,1
8/12/1952,1,1,1,1,1,1,1
8/21/1952,1,1,1,1,1,1,1
8/26/1952,1,0,1,1,1,1,1
8/29/1952,1,1,1,1,1,1,1
9/6/1952,1,0,1,1,1,1,1
9/10/1952,1,0,1,1,1,1,1
9/15/1952,1,1,1,1,1,1,1
10/5/1952,1,1,1,1,1,1,1
10/8/1952,1,0,1,1,1,1,1
10/14/1952,1,1,1,1,1,1,1
10/16/1952,1,1,1,1,1,1,1
10/29/1952,1,1,1,1,1,1,1
11/6/1952,1,1,1,1,1,1,1
11/7/1952,1,1,1,1,1,1,1
11/14/1952,1,0,1,1,1,1,1
11/15/1952,1,1,1,1,1,1,1
11/17/1952,1,0,1,1,1,1,1
11/22/1952,1,1,1,1,1,1,1
11/28/1952,1,0,1,1,1,1,1
12/6/1952,2,1,2,2,2,2,2
12/20/1952,1,1,1,1,1,1,1
12/21/1952,1,1,1,1,1,1,1
12/22/1952,1,0,1,1,1,1,1
12/25/1952,2,2,2,2,2,2,2
12/30/1952,1,0,1,1,1,1,1
1/5/1953,1,1,1,1,1,1,1
1/7/1953,2,2,2,2,2,2,2
1/15/1953,1,0,1,1,1,1,1
1/26/1953,1,1,1,1,1,1,1
2/2/1953,1,1,1,1,1,1,1
2/3/1953,1,1,1,1,1,1,1
2/7/1953,1,1,1,1,1,1,1
2/9/1953,1,0,1,1,1,1,1
2/14/1953,1,1,1,1,1,1,1
3/3/1953,1,1,1,1,1,1,1
3/4/1953,1,1,1,1,1,1,1
3/14/1953,1,1,1,1,1,1,1
3/17/1953,1,1,1,1,1,1,1
3/18/1953,1,0,1,1,1,1,1
3/20/1953,1,1,1,1,1,1,1
3/27/1953,1,1,1,1,1,1,1
3/29/1953,1,1,1,1,1,1,1
4/10/1953,3,2,3,3,3,3,3
4/14/1953,2,2,2,2,2,2,2
4/16/1953,1,1,1,1,1,1,1
4/20/1953,1,1,1,1,1,1,1
5/2/1953,1,1,1,1,1,1,1
5/7/1953,1,1,1,1,1,1,1
5/9/1953,1,1,1,1,1,1,1
5/11/1953,1,1,1,1,1,1,1
5/17/1953,1,1,1,1,1,1,1
5/24/1953,1,1,1,1,1,1,1
5/25/1953,1,1,1,1,1,1,1
5/27/1953,1,1,1,1,1,1,1
6/14/1953,1,1,1,1,1,1,1
6/15/1953,2,2,2,2,2,2,2
6/16/1953,1,1,1,1,1,1,1
6/17/1953,1,1,1,1,1,1,1
6/18/1953,1,1,1,1,1,1,1
7/12/1953,1,1,1,1,1,1,1
7/17/1953,1,1,1,1,1,1,1
7/27/1953,1,0,1,1,1,1,1
8/3/1953,2,2,2,2,2,2,2
8/5/1953,1,1,1,1,1,1,1
8/18/1953,1,1,1,1,1,1,1
9/1/1953,2,2,2,2,2,2,2
9/8/1953,1,1,1,1,1,1,1
9/14/1953,1,1,1,1,1,1,1
9/16/1953,1,1,1,1,1,1,1
9/25/1953,1,1,1,1,1,1,1
9/28/1953,1,1,1,1,1,1,1
10/14/1953,1,1,1,1,1,1,1
10/17/1953,1,1,1,1,1,1,1
10/19/1953,2,2,2,2,2,2,2
10/27/1953,1,1,1,1,1,1,1
10/29/1953,1,1,1,1,1,1,1
10/31/1953,1,1,1,1,1,1,1
11/3/1953,1,1,1,1,1,1,1
11/11/1953,1,0,1,1,1,1,1
12/4/1953,1,1,1,1,1,1,1
12/12/1953,1,1,1,1,1,1,1
12/15/1953,2,2,2,2,2,2,2
12/17/1953,1,0,1,1,1,1,1
12/19/1953,1,1,1,1,1,1,1
12/21/1953,1,1,1,1,1,1,1
1/2/1954,1,0,1,1,1,1,1
1/5/1954,1,1,1,1,1,1,1
1/6/1954,1,1,1,1,1,1,1
