,DATE,TOTAL_FATALITIES
2063,1963-12-08,81.0
2064,1963-12-12,3.0
2065,1963-12-15,6.0
2066,1963-12-17,0.0
2067,1964-01-09,28.0
2068,1964-02-03,3.0
2069,1964-02-03,10.0
2070,1964-02-04,2.0
2071,1964-02-18,13.0
2072,1964-02-21,31.0
2073,1964-02-25,58.0
2074,1964-02-27,20.0
2075,1964-02-29,83.0
2076,1964-03-01,85.0
2077,1964-03-04,22.0
2078,1964-03-08,1.0
2079,1964-03-08,28.0
2080,1964-03-10,3.0
2081,1964-03-12,5.0
2082,1964-03-20,3.0
2083,1964-03-28,45.0
2084,1964-03-28,9.0
2085,1964-04-12,15.0
2086,1964-04-17,2.0
2087,1964-04-17,49.0
2088,1964-05-07,44.0
2089,1964-05-08,46.0
2090,1964-05-11,79.0
2091,1964-05-20,11.0
2092,1964-05-27,3.0
2093,1964-06-13,2.0
2094,1964-06-20,57.0
2095,1964-06-21,1.0
2096,1964-07-08,1.0
2097,1964-07-09,39.0
2098,1964-07-16,0.0
2099,1964-07-31,2.0
2100,1964-08-22,4.0
2101,1964-09-02,87.0
2102,1964-09-04,28.0
2103,1964-09-04,39.0
2104,1964-09-15,2.0
2105,1964-10-02,1.0
2106,1964-10-02,80.0
2107,1964-10-09,32.0
2108,1964-10-19,33.0
2109,1964-11-03,5.0
2110,1964-11-15,29.0
2111,1964-11-17,10.0
2112,1964-11-20,31.0
2113,1964-11-23,50.0
2114,1964-11-29,6.0
2115,1964-12-08,17.0
2116,1964-12-11,38.0
2117,1964-12-21,1.0
2118,1964-12-24,3.0
2119,1964-12-24,1.0
2120,1964-12-29,5.0
2121,1964-12-30,4.0
2122,1965-01-02,24.0
2123,1965-01-03,64.0
2124,1965-01-16,7.0
2125,1965-01-17,10.0
2126,1965-01-22,10.0
2127,1965-02-06,87.0
2128,1965-02-08,84.0
2129,1965-02-13,2.0
2130,1965-02-13,23.0
2131,1965-03-02,31.0
2132,1965-03-08,10.0
2133,1965-03-08,30.0
2134,1965-03-17,8.0
2135,1965-03-20,43.0
2136,1965-03-22,28.0
2137,1965-03-23,16.0
2138,1965-03-26,22.0
2139,1965-03-31,50.0
2140,1965-04-10,54.0
2141,1965-04-14,26.0
2142,1965-04-23,5.0
2143,1965-05-05,30.0
2144,1965-05-20,121.0
2145,1965-06-15,18.0
2146,1965-06-25,85.0
2147,1965-06-28,0.0
2148,1965-07-01,0.0
2149,1965-07-06,41.0
2150,1965-07-07,30.0
2151,1965-07-08,52.0
2152,1965-07-11,16.0
2153,1965-07-15,8.0
2154,1965-07-25,37.0
2155,1965-08-04,7.0
2156,1965-08-12,13.0
2157,1965-08-16,30.0
2158,1965-08-20,4.0
2159,1965-08-24,59.0
2160,1965-09-04,4.0
2161,1965-09-11,11.0
2162,1965-09-14,17.0
2163,1965-09-16,38.0
2164,1965-09-16,9.0
2165,1965-09-17,30.0
2166,1965-09-27,3.0
2167,1965-10-08,4.0
2168,1965-10-17,19.0
2169,1965-10-18,13.0
2170,1965-10-20,1.0
2171,1965-10-27,36.0
2172,1965-11-02,30.0
2173,1965-11-03,68.0
2174,1965-11-08,58.0
2175,1965-11-08,30.0
2176,1965-11-10,32.0
2177,1965-11-11,43.0
2178,1965-11-14,8.0
2179,1965-11-27,13.0
2180,1965-12-04,4.0
2181,1965-12-07,32.0
2182,1965-12-11,85.0
2183,1965-12-16,2.0
2184,1966-01-01,34.0
2185,1966-01-01,23.0
2186,1966-01-09,11.0
2187,1966-01-14,11.0
2188,1966-01-15,56.0
2189,1966-01-22,30.0
2190,1966-01-24,117.0
2191,1966-01-25,46.0
2192,1966-01-28,46.0
2193,1966-02-04,133.0
2194,1966-02-07,37.0
2195,1966-02-15,2.0
2196,1966-02-16,26.0
2197,1966-02-16,35.0
2198,1966-02-16,21.0
2199,1966-02-17,21.0
2200,1966-02-18,4.0
2201,1966-03-04,64.0
2202,1966-03-05,124.0
2203,1966-03-10,5.0
2204,1966-03-10,6.0
2205,1966-03-18,30.0
2206,1966-03-20,2.0
2207,1966-04-22,83.0
2208,1966-04-23,33.0
2209,1966-04-27,49.0
2210,1966-05-04,20.0
2211,1966-06-29,24.0
2212,1966-07-04,2.0
2213,1966-07-11,3.0
2214,1966-07-11,8.0
2215,1966-07-15,10.0
2216,1966-07-24,4.0
2217,1966-08-03,3.0
2218,1966-08-06,42.0
2219,1966-08-11,24.0
2220,1966-08-17,1.0
2221,1966-08-17,0.0
2222,1966-08-21,9.0
2223,1966-09-01,98.0
2224,1966-09-04,4.0
2225,1966-09-16,1.0
2226,1966-09-22,2.0
2227,1966-09-22,24.0
2228,1966-10-01,18.0
2229,1966-10-04,14.0
2230,1966-10-08,11.0
2231,1966-11-11,19.0
2232,1966-11-13,50.0
2233,1966-11-15,3.0
2234,1966-11-20,3.0
2235,1966-11-22,30.0
2236,1966-11-24,82.0
2237,1966-11-26,31.0
2238,1966-11-26,12.0
2239,1966-12-02,21.0
2240,1966-12-18,17.0
2241,1966-12-24,29.0
2242,1966-12-24,4.0
2243,1967-02-06,1.0
2244,1967-02-07,30.0
2245,1967-02-09,10.0
2246,1967-02-16,22.0
2247,1967-02-20,4.0
2248,1967-02-28,12.0
2249,1967-03-05,38.0
2250,1967-03-05,51.0
2251,1967-03-08,4.0
2252,1967-03-09,26.0
2253,1967-03-10,25.0
2254,1967-03-10,4.0
2255,1967-03-11,4.0
2256,1967-03-12,15.0
2257,1967-03-13,25.0
2258,1967-03-30,6.0
2259,1967-04-02,5.0
2260,1967-04-11,35.0
2261,1967-04-17,23.0
2262,1967-04-20,126.0
2263,1967-04-26,17.0
2264,1967-04-27,19.0
2265,1967-05-01,3.0
2266,1967-05-15,4.0
2267,1967-05-19,3.0
2268,1967-06-03,88.0
2269,1967-06-04,72.0
2270,1967-06-11,17.0
2271,1967-06-12,3.0
2272,1967-06-12,2.0
2273,1967-06-15,20.0
2274,1967-06-17,35.0
2275,1967-06-23,34.0
2276,1967-06-23,22.0
2277,1967-06-24,16.0
2278,1967-06-30,24.0
2279,1967-07-06,21.0
2280,1967-07-19,82.0
2281,1967-07-19,42.0
2282,1967-07-25,16.0
2283,1967-07-25,18.0
2284,1967-09-05,37.0
2285,1967-10-08,23.0
2286,1967-10-12,66.0
2287,1967-10-24,16.0
2288,1967-11-03,21.0
2289,1967-11-04,37.0
2290,1967-11-05,1.0
2291,1967-11-06,1.0
2292,1967-11-16,107.0
2293,1967-11-20,70.0
2294,1967-11-30,26.0
2295,1967-12-07,10.0
2296,1967-12-08,72.0
2297,1967-12-10,7.0
2298,1967-12-21,2.0
2299,1967-12-25,4.0
2300,1967-12-30,44.0
2301,1968-01-06,45.0
2302,1968-01-08,42.0
2303,1968-01-10,19.0
2304,1968-01-15,4.0
2305,1968-01-27,15.0
2306,1968-02-07,1.0
2307,1968-02-07,102.0
2308,1968-02-16,21.0
2309,1968-02-24,37.0
2310,1968-02-29,83.0
2311,1968-03-05,49.0
2312,1968-03-06,63.0
2313,1968-03-08,14.0
2314,1968-03-09,19.0
2315,1968-03-24,61.0
2316,1968-03-27,2.0
2317,1968-03-27,2.0
2318,1968-04-08,5.0
2319,1968-04-08,36.0
2320,1968-04-10,18.0
2321,1968-04-19,26.0
2322,1968-04-20,123.0
2323,1968-04-30,22.0
2324,1968-05-03,85.0
2325,1968-05-12,155.0
2326,1968-05-22,23.0
2327,1968-05-28,29.0
2328,1968-06-12,6.0
2329,1968-06-18,6.0
2330,1968-06-25,29.0
2331,1968-06-28,1.0
2332,1968-07-03,6.0
2333,1968-07-08,11.0
2334,1968-07-13,7.0
2335,1968-07-15,3.0
2336,1968-07-18,5.0
2337,1968-08-02,13.0
2338,1968-08-04,3.0
2339,1968-08-09,48.0
2340,1968-08-10,35.0
2341,1968-08-14,21.0
2342,1968-08-18,40.0
2343,1968-08-20,4.0
2344,1968-08-31,5.0
2345,1968-09-03,47.0
2346,1968-09-08,2.0
2347,1968-09-11,95.0
2348,1968-09-28,57.0
2349,1968-10-08,10.0
2350,1968-10-11,11.0
2351,1968-10-20,19.0
2352,1968-10-21,23.0
2353,1968-10-25,32.0
2354,1968-11-22,0.0
2355,1968-11-23,9.0
2356,1968-11-25,26.0
2357,1968-12-02,39.0
2358,1968-12-12,51.0
2359,1968-12-24,20.0
2360,1968-12-24,2.0
2361,1968-12-26,3.0
2362,1968-12-26,12.0
2363,1968-12-27,27.0
2364,1968-12-31,26.0
2365,1968-12-31,26.0
2366,1969-01-02,2.0
2367,1969-01-02,24.0
2368,1969-01-05,48.0
2369,1969-01-06,11.0
2370,1969-01-13,15.0
2371,1969-01-16,12.0
2372,1969-01-18,38.0
2373,1969-02-18,35.0
2374,1969-02-24,36.0
2375,1969-03-05,19.0
2376,1969-03-08,3.0
2377,1969-03-13,1.0
2378,1969-03-16,84.0
2379,1969-03-20,100.0
2380,1969-03-20,16.0
2381,1969-04-02,53.0
2382,1969-04-02,24.0
2383,1969-04-02,2.0
2384,1969-04-07,1.0
2385,1969-04-15,31.0
2386,1969-04-16,45.0
2387,1969-04-21,44.0
2388,1969-04-24,1.0
2389,1969-05-06,30.0
2390,1969-05-07,2.0
2391,1969-05-23,6.0
2392,1969-05-25,1.0
2393,1969-06-04,79.0
2394,1969-06-05,19.0
2395,1969-06-23,120.0
2396,1969-06-28,40.0
2397,1969-07-06,14.0
2398,1969-07-12,35.0
2399,1969-07-15,3.0
2400,1969-07-25,1.0
2401,1969-07-26,33.0
2402,1969-07-26,5.0
2403,1969-08-03,55.0
2404,1969-08-03,4.0
2405,1969-08-19,13.0
2406,1969-08-25,1.0
2407,1969-08-26,16.0
2408,1969-08-26,14.0
2409,1969-08-31,3.0
2410,1969-09-01,22.0
2411,1969-09-02,35.0
2412,1969-09-06,1.0
2413,1969-09-08,32.0
2414,1969-09-09,83.0
2415,1969-09-12,45.0
2416,1969-09-14,20.0
2417,1969-09-17,4.0
2418,1969-09-20,74.0
2419,1969-09-21,27.0
2420,1969-09-26,74.0
2421,1969-09-26,5.0
2422,1969-10-02,26.0
2423,1969-10-13,24.0
2424,1969-11-09,2.0
2425,1969-11-13,12.0
2426,1969-11-19,14.0
2427,1969-11-20,87.0
2428,1969-12-03,62.0
2429,1969-12-05,9.0
2430,1969-12-06,8.0
2431,1969-12-08,90.0
2432,1969-12-10,17.0
2433,1969-12-22,10.0
2434,1969-12-23,6.0
2435,1970-01-05,5.0
2436,1970-01-12,23.0
2437,1970-01-13,32.0
2438,1970-01-14,28.0
2439,1970-01-25,1.0
2440,1970-01-25,18.0
2441,1970-01-28,34.0
2442,1970-01-28,9.0
2443,1970-01-29,11.0
2444,1970-02-04,21.0
2445,1970-02-04,37.0
2446,1970-02-06,92.0
2447,1970-02-10,5.0
2448,1970-02-12,12.0
2449,1970-02-15,102.0
2450,1970-02-19,17.0
2451,1970-02-21,47.0
2452,1970-03-06,11.0
2453,1970-03-14,38.0
2454,1970-03-16,23.0
2455,1970-03-26,6.0
2456,1970-04-01,45.0
2457,1970-04-01,61.0
2458,1970-04-04,7.0
2459,1970-04-21,36.0
2460,1970-04-25,17.0
2461,1970-04-28,8.0
2462,1970-05-02,23.0
2463,1970-05-04,13.0
2464,1970-05-06,5.0
2465,1970-05-09,1.0
2466,1970-05-09,6.0
2467,1970-05-15,11.0
2468,1970-05-26,6.0
2469,1970-05-30,1.0
2470,1970-06-01,13.0
2471,1970-06-02,1.0
2472,1970-06-10,5.0
2473,1970-07-03,5.0
2474,1970-07-03,112.0
2475,1970-07-05,109.0
2476,1970-07-18,23.0
2477,1970-07-27,4.0
2478,1970-08-03,10.0
2479,1970-08-06,30.0
2480,1970-08-09,99.0
2481,1970-08-12,14.0
2482,1970-08-26,30.0
2483,1970-08-29,39.0
2484,1970-08-30,3.0
2485,1970-09-02,37.0
2486,1970-09-02,37.0
2487,1970-09-03,21.0
2488,1970-09-08,11.0
2489,1970-09-26,8.0
2490,1970-09-30,4.0
2491,1970-10-02,32.0
2492,1970-10-02,43.0
2493,1970-10-04,2.0
2494,1970-10-06,3.0
2495,1970-10-10,3.0
2496,1970-10-28,2.0
2497,1970-11-14,75.0
2498,1970-11-27,79.0
2499,1970-11-27,47.0
2500,1970-11-29,42.0
2501,1970-12-02,8.0
2502,1970-12-05,5.0
2503,1970-12-07,19.0
2504,1970-12-28,2.0
2505,1970-12-31,7.0
2506,1970-12-31,31.0
2507,1970-12-31,93.0
2508,1971-01-02,16.0
2509,1971-01-09,2.0
2510,1971-01-18,45.0
2511,1971-01-21,35.0
2512,1971-01-21,21.0
2513,1971-01-22,14.0
2514,1971-01-23,2.0
2515,1971-01-25,13.0
2516,1971-01-31,7.0
2517,1971-02-17,12.0
2518,1971-03-26,15.0
2519,1971-03-31,5.0
2520,1971-03-31,65.0
2521,1971-04-15,39.0
2522,1971-04-22,4.0
2523,1971-05-11,5.0
2524,1971-05-23,78.0
2525,1971-05-25,4.0
2526,1971-05-28,6.0
2527,1971-06-06,50.0
2528,1971-06-07,28.0
2529,1971-06-13,24.0
2530,1971-06-17,6.0
2531,1971-06-28,17.0
2532,1971-07-03,68.0
2533,1971-07-24,6.0
2534,1971-07-25,4.0
2535,1971-07-25,97.0
2536,1971-07-30,37.0
2537,1971-07-30,163.0
2538,1971-07-30,0.0
2539,1971-08-18,37.0
2540,1971-08-19,3.0
2541,1971-08-28,32.0
2542,1971-09-04,111.0
2543,1971-09-06,22.0
2544,1971-09-16,5.0
2545,1971-09-16,49.0
2546,1971-09-17,9.0
2547,1971-09-28,32.0
2548,1971-10-02,63.0
2549,1971-10-10,25.0
2550,1971-10-16,10.0
2551,1971-10-17,19.0
2552,1971-10-21,16.0
2553,1971-10-23,22.0
2554,1971-10-24,4.0
2555,1971-11-09,52.0
2556,1971-11-10,69.0
2557,1971-11-12,48.0
2558,1971-11-21,25.0
2559,1971-11-28,34.0
2560,1971-12-01,57.0
2561,1971-12-04,2.0
2562,1971-12-06,10.0
2563,1971-12-09,21.0
2564,1971-12-21,28.0
2565,1971-12-24,91.0
2566,1972-01-06,23.0
2567,1972-01-07,104.0
2568,1972-01-21,20.0
2569,1972-01-21,39.0
2570,1972-01-26,27.0
2571,1972-02-01,6.0
2572,1972-02-04,1.0
2573,1972-02-05,19.0
2574,1972-02-11,23.0
2575,1972-03-03,16.0
2576,1972-03-14,112.0
2577,1972-03-19,22.0
2578,1972-04-12,25.0
2579,1972-04-16,18.0
2580,1972-04-17,3.0
2581,1972-04-18,43.0
2582,1972-04-20,6.0
2583,1972-04-24,4.0
2584,1972-05-04,18.0
2585,1972-05-05,115.0
2586,1972-05-08,7.0
2587,1972-05-10,34.0
2588,1972-05-16,9.0
2589,1972-05-18,122.0
2590,1972-05-21,22.0
2591,1972-05-27,8.0
2592,1972-05-29,11.0
2593,1972-05-29,9.0
2594,1972-05-30,4.0
2595,1972-06-05,32.0
2596,1972-06-13,3.0
2597,1972-06-13,47.0
2598,1972-06-14,82.0
2599,1972-06-15,81.0
2600,1972-06-18,118.0
2601,1972-06-24,5.0
2602,1972-06-29,13.0
2603,1972-07-05,3.0
2604,1972-07-06,10.0
2605,1972-07-11,19.0
2606,1972-07-11,52.0
2607,1972-07-20,1.0
2608,1972-07-29,38.0
2609,1972-08-12,18.0
2610,1972-08-12,30.0
2611,1972-08-14,156.0
2612,1972-08-16,26.0
2613,1972-08-27,34.0
2614,1972-08-28,25.0
2615,1972-08-31,102.0
2616,1972-09-01,4.0
2617,1972-09-07,1.0
2618,1972-09-10,11.0
2619,1972-09-13,31.0
2620,1972-09-24,0.0
2621,1972-09-24,10.0
2622,1972-10-01,108.0
2623,1972-10-02,9.0
2624,1972-10-13,29.0
2625,1972-10-13,174.0
2626,1972-10-16,4.0
2627,1972-10-21,37.0
2628,1972-10-23,1.0
2629,1972-10-27,60.0
2630,1972-10-30,27.0
2631,1972-10-31,22.0
2632,1972-11-04,35.0
2633,1972-11-17,11.0
2634,1972-11-28,62.0
2635,1972-12-03,155.0
2636,1972-12-08,26.0
2637,1972-12-08,43.0
2638,1972-12-20,10.0
2639,1972-12-21,13.0
2640,1972-12-23,40.0
2641,1972-12-29,103.0
2642,1972-12-31,5.0
2643,1973-01-02,5.0
2644,1973-01-19,4.0
2645,1973-01-21,39.0
2646,1973-01-22,176.0
2647,1973-01-27,3.0
2648,1973-01-29,37.0
2649,1973-02-19,66.0
2650,1973-02-19,5.0
2651,1973-02-21,22.0
2652,1973-02-21,108.0
2653,1973-02-24,79.0
2654,1973-02-28,32.0
2655,1973-02-28,13.0
2656,1973-03-03,25.0
2657,1973-03-05,68.0
2658,1973-03-15,3.0
2659,1973-03-19,62.0
2660,1973-04-10,108.0
2661,1973-04-12,16.0
2662,1973-04-18,4.0
2663,1973-05-11,61.0
2664,1973-05-18,81.0
2665,1973-05-19,11.0
2666,1973-05-29,4.0
2667,1973-05-31,48.0
2668,1973-06-01,23.0
2669,1973-06-03,6.0
2670,1973-06-09,2.0
2671,1973-06-20,27.0
2672,1973-06-30,2.0
2673,1973-07-04,18.0
2674,1973-07-09,2.0
2675,1973-07-11,123.0
2676,1973-07-22,78.0
2677,1973-07-23,38.0
2678,1973-07-24,5.0
2679,1973-07-31,89.0
2680,1973-08-13,85.0
2681,1973-08-15,10.0
2682,1973-08-18,56.0
2683,1973-08-22,16.0
2684,1973-08-27,42.0
2685,1973-08-28,24.0
2686,1973-08-28,1.0
2687,1973-09-08,6.0
2688,1973-09-11,41.0
2689,1973-09-20,6.0
2690,1973-09-27,11.0
2691,1973-09-30,9.0
2692,1973-09-30,108.0
2693,1973-10-02,10.0
2694,1973-10-13,122.0
2695,1973-10-23,8.0
2696,1973-11-02,6.0
2697,1973-11-03,3.0
2698,1973-11-03,1.0
2699,1973-11-17,27.0
2700,1973-12-07,13.0
2701,1973-12-16,51.0
2702,1973-12-17,30.0
2703,1973-12-21,20.0
2704,1973-12-22,106.0
2705,1973-12-23,17.0
2706,1973-12-28,1.0
2707,1974-01-01,38.0
2708,1974-01-06,12.0
2709,1974-01-06,4.0
2710,1974-01-06,24.0
2711,1974-01-09,31.0
2712,1974-01-10,24.0
2713,1974-01-17,14.0
2714,1974-01-26,66.0
2715,1974-01-30,97.0
2716,1974-02-02,1.0
2717,1974-02-09,35.0
2718,1974-02-22,1.0
2719,1974-02-23,7.0
2720,1974-03-03,346.0
2721,1974-03-08,18.0
2722,1974-03-13,36.0
2723,1974-03-15,15.0
2724,1974-04-04,78.0
2725,1974-04-22,107.0
2726,1974-04-27,109.0
2727,1974-04-30,6.0
2728,1974-05-02,22.0
2729,1974-05-06,3.0
2730,1974-05-23,3.0
2731,1974-05-23,29.0
2732,1974-05-31,2.0
2733,1974-06-08,44.0
2734,1974-06-27,19.0
2735,1974-06-30,5.0
2736,1974-07-24,3.0
2737,1974-07-27,5.0
2738,1974-08-05,5.0
2739,1974-08-11,47.0
2740,1974-08-12,27.0
2741,1974-08-14,49.0
2742,1974-08-18,31.0
2743,1974-09-07,36.0
2744,1974-09-08,88.0
2745,1974-09-11,70.0
2746,1974-09-15,75.0
2747,1974-10-19,1.0
2748,1974-10-27,4.0
2749,1974-10-28,2.0
2750,1974-11-01,38.0
2751,1974-11-15,1.0
2752,1974-11-20,59.0
2753,1974-11-20,2.0
2754,1974-11-22,4.0
2755,1974-12-01,92.0
2756,1974-12-01,3.0
2757,1974-12-04,13.0
2758,1974-12-04,191.0
2759,1974-12-11,5.0
2760,1974-12-12,54.0
2761,1974-12-14,7.0
2762,1974-12-22,77.0
2763,1974-12-29,33.0
2764,1974-12-29,24.0
2765,1975-01-03,9.0
2766,1975-01-08,21.0
2767,1975-01-09,14.0
2768,1975-01-15,9.0
2769,1975-01-16,16.0
2770,1975-01-30,42.0
2771,1975-01-30,2.0
2772,1975-02-01,5.0
2773,1975-02-03,33.0
2774,1975-02-09,40.0
2775,1975-02-16,3.0
2776,1975-02-22,5.0
2777,1975-02-27,15.0
2778,1975-03-12,26.0
2779,1975-03-16,55.0
2780,1975-03-18,5.0
2781,1975-03-18,7.0
2782,1975-03-20,16.0
2783,1975-04-04,155.0
2784,1975-05-13,23.0
2785,1975-06-03,1.0
2786,1975-06-17,1.0
2787,1975-06-24,113.0
2788,1975-06-26,2.0
2789,1975-07-10,2.0
2790,1975-07-15,40.0
2791,1975-07-31,27.0
2792,1975-08-03,188.0
2793,1975-08-03,20.0
2794,1975-08-07,0.0
2795,1975-08-09,11.0
2796,1975-08-15,23.0
2797,1975-08-20,126.0
2798,1975-08-30,10.0
2799,1975-09-01,27.0
2800,1975-09-11,1.0
2801,1975-09-24,25.0
2802,1975-09-30,60.0
2803,1975-09-30,4.0
2804,1975-10-22,6.0
2805,1975-10-23,11.0
2806,1975-10-27,67.0
2807,1975-10-30,75.0
2808,1975-11-03,9.0
2809,1975-11-17,38.0
2810,1975-11-18,15.0
2811,1975-11-20,19.0
2812,1975-11-22,3.0
2813,1975-11-25,20.0
2814,1975-11-29,6.0
2815,1975-12-26,9.0
2816,1976-01-01,82.0
2817,1976-01-03,6.0
2818,1976-01-03,61.0
2819,1976-01-08,7.0
2820,1976-01-18,7.0
2821,1976-01-20,34.0
2822,1976-01-21,40.0
2823,1976-01-22,9.0
2824,1976-02-04,3.0
2825,1976-02-08,3.0
2826,1976-02-09,24.0
2827,1976-02-21,5.0
2828,1976-03-01,6.0
2829,1976-03-02,19.0
2830,1976-03-06,111.0
2831,1976-03-07,4.0
2832,1976-04-02,5.0
2833,1976-04-05,1.0
2834,1976-04-14,34.0
2835,1976-04-23,12.0
2836,1976-04-27,37.0
2837,1976-05-05,4.0
2838,1976-05-09,17.0
2839,1976-05-15,52.0
2840,1976-05-23,14.0
2841,1976-06-01,45.0
2842,1976-06-04,45.0
2843,1976-06-06,11.0
2844,1976-06-27,7.0
2845,1976-07-05,17.0
2846,1976-07-28,76.0
2847,1976-08-02,5.0
2848,1976-08-09,12.0
2849,1976-08-15,59.0
2850,1976-08-28,1.0
2851,1976-08-28,18.0
2852,1976-09-02,3.0
2853,1976-09-03,68.0
2854,1976-09-09,64.0
2855,1976-09-10,176.0
2856,1976-09-19,154.0
2857,1976-09-26,15.0
2858,1976-10-04,4.0
2859,1976-10-06,73.0
2860,1976-10-13,3.0
2861,1976-10-13,95.0
2862,1976-10-28,2.0
2863,1976-11-04,29.0
2864,1976-11-05,2.0
2865,1976-11-23,50.0
2866,1976-11-28,73.0
2867,1976-12-12,3.0
2868,1976-12-17,7.0
2869,1976-12-17,48.0
2870,1976-12-18,8.0
2871,1976-12-25,53.0
2872,1976-12-31,19.0
2873,1977-01-06,4.0
2874,1977-01-13,5.0
2875,1977-01-13,90.0
2876,1977-01-14,12.0
2877,1977-01-15,22.0
2878,1977-02-11,4.0
2879,1977-02-15,77.0
2880,1977-02-28,4.0
2881,1977-03-01,19.0
2882,1977-03-03,44.0
2883,1977-03-04,2.0
2884,1977-03-27,583.0
2885,1977-03-29,15.0
2886,1977-03-30,8.0
2887,1977-04-04,62.0
2888,1977-04-10,35.0
2889,1977-04-19,21.0
2890,1977-04-27,28.0
2891,1977-05-10,54.0
2892,1977-05-13,9.0
2893,1977-05-14,6.0
2894,1977-05-16,4.0
2895,1977-05-27,67.0
2896,1977-06-03,18.0
2897,1977-06-20,12.0
2898,1977-06-21,16.0
2899,1977-07-06,3.0
2900,1977-07-08,6.0
2901,1977-07-14,30.0
2902,1977-07-20,40.0
2903,1977-07-20,5.0
2904,1977-07-24,38.0
2905,1977-07-25,25.0
2906,1977-08-01,2.0
2907,1977-08-20,3.0
2908,1977-08-25,2.0
2909,1977-09-02,4.0
2910,1977-09-04,33.0
2911,1977-09-06,13.0
2912,1977-09-08,19.0
2913,1977-09-12,4.0
2914,1977-09-14,20.0
2915,1977-09-22,29.0
2916,1977-09-27,34.0
2917,1977-10-20,6.0
2918,1977-10-21,24.0
2919,1977-11-03,13.0
2920,1977-11-19,5.0
2921,1977-11-19,131.0
2922,1977-11-20,1.0
2923,1977-11-21,46.0
2924,1977-11-26,32.0
2925,1977-12-02,59.0
2926,1977-12-04,100.0
2927,1977-12-08,17.0
2928,1977-12-09,17.0
2929,1977-12-11,13.0
2930,1977-12-13,29.0
2931,1977-12-18,3.0
2932,1977-12-18,36.0
2933,1977-12-19,5.0
2934,1977-12-24,10.0
2935,1977-12-29,24.0
2936,1978-01-01,213.0
2937,1978-01-27,14.0
2938,1978-01-31,2.0
2939,1978-02-10,44.0
2940,1978-02-10,17.0
2941,1978-02-11,42.0
2942,1978-02-28,7.0
2943,1978-03-01,2.0
2944,1978-03-02,18.0
2945,1978-03-03,47.0
2946,1978-03-16,73.0
2947,1978-03-22,6.0
2948,1978-03-25,48.0
2949,1978-04-04,3.0
2950,1978-04-05,2.0
2951,1978-04-20,2.0
2952,1978-04-29,8.0
2953,1978-05-08,3.0
2954,1978-05-19,4.0
2955,1978-06-23,10.0
2956,1978-06-26,18.0
2957,1978-06-26,2.0
2958,1978-08-14,18.0
2959,1978-08-26,14.0
2960,1978-08-30,10.0
2961,1978-09-03,15.0
2962,1978-09-03,11.0
2963,1978-09-03,38.0
2964,1978-09-09,3.0
2965,1978-09-09,18.0
2966,1978-09-13,6.0
2967,1978-09-14,21.0
2968,1978-09-25,137.0
2969,1978-10-03,15.0
2970,1978-10-03,2.0
2971,1978-10-06,18.0
2972,1978-10-07,38.0
2973,1978-10-08,2.0
2974,1978-10-22,11.0
2975,1978-10-23,26.0
2976,1978-11-05,18.0
2977,1978-11-15,183.0
2978,1978-11-18,15.0
2979,1978-11-19,77.0
2980,1978-11-21,27.0
2981,1978-11-25,5.0
2982,1978-12-04,2.0
2983,1978-12-16,10.0
2984,1978-12-17,1.0
2985,1978-12-23,108.0
2986,1978-12-28,10.0
2987,1979-01-15,13.0
2988,1979-01-24,14.0
2989,1979-01-27,5.0
2990,1979-01-30,6.0
2991,1979-02-08,18.0
2992,1979-02-12,59.0
2993,1979-02-12,2.0
2994,1979-02-17,2.0
2995,1979-02-19,5.0
2996,1979-03-01,8.0
2997,1979-03-10,3.0
2998,1979-03-14,12.0
2999,1979-03-14,45.0
3000,1979-03-17,58.0
3001,1979-03-26,10.0
3002,1979-03-29,17.0
3003,1979-04-14,1.0
3004,1979-04-18,3.0
3005,1979-04-23,57.0
3006,1979-05-25,3.0
3007,1979-05-25,271.0
3008,1979-05-27,12.0
3009,1979-05-30,17.0
3010,1979-06-07,27.0
3011,1979-06-17,1.0
3012,1979-07-11,61.0
3013,1979-07-12,9.0
3014,1979-07-12,7.0
3015,1979-07-23,6.0
3016,1979-07-24,8.0
3017,1979-07-31,17.0
3018,1979-08-02,1.0
3019,1979-08-03,14.0
3020,1979-08-04,45.0
3021,1979-08-11,178.0
3022,1979-08-24,11.0
3023,1979-08-29,63.0
3024,1979-09-03,40.0
3025,1979-09-11,6.0
3026,1979-09-14,12.0
3027,1979-09-14,31.0
3028,1979-09-18,4.0
3029,1979-09-19,5.0
3030,1979-09-30,2.0
3031,1979-10-07,14.0
3032,1979-10-08,8.0
3033,1979-10-27,3.0
3034,1979-10-31,72.0
3035,1979-11-15,0.0
3036,1979-11-16,3.0
3037,1979-11-18,3.0
3038,1979-11-26,156.0
3039,1979-11-28,257.0
3040,1979-11-30,9.0
3041,1979-12-09,7.0
3042,1979-12-12,10.0
3043,1979-12-18,21.0
3044,1979-12-22,29.0
3045,1979-12-23,41.0
3046,1979-12-23,16.0
3047,1980-01-02,9.0
3048,1980-01-11,2.0
3049,1980-01-14,7.0
3050,1980-01-21,128.0
3051,1980-01-23,13.0
3052,1980-01-24,43.0
3053,1980-02-03,1.0
3054,1980-02-21,6.0
3055,1980-02-21,13.0
3056,1980-02-22,46.0
3057,1980-02-27,2.0
3058,1980-03-14,87.0
3059,1980-03-14,18.0
3060,1980-03-21,7.0
