,DATE,TOTAL_FATALITIES
1065,1948-10-23,13.0
1066,1948-10-25,18.0
1067,1948-10-27,2.0
1068,1948-11-03,13.0
1069,1948-11-04,17.0
1070,1948-11-08,3.0
1071,1948-11-11,7.0
1072,1948-11-22,23.0
1073,1948-11-26,21.0
1074,1948-12-05,9.0
1075,1948-12-06,7.0
1076,1948-12-12,2.0
1077,1948-12-15,30.0
1078,1948-12-21,33.0
1079,1948-12-21,24.0
1080,1948-12-23,27.0
1081,1948-12-28,32.0
1082,1948-12-31,13.0
1083,1949-01-02,14.0
1084,1949-01-05,3.0
1085,1949-01-06,2.0
1086,1949-01-11,12.0
1087,1949-01-15,30.0
1088,1949-01-16,13.0
1089,1949-01-17,20.0
1090,1949-01-17,20.0
1091,1949-01-20,5.0
1092,1949-01-30,2.0
1093,1949-02-02,6.0
1094,1949-02-04,1.0
1095,1949-02-05,3.0
1096,1949-02-08,27.0
1097,1949-02-10,16.0
1098,1949-02-19,14.0
1099,1949-02-24,22.0
1100,1949-02-24,23.0
1101,1949-03-10,22.0
1102,1949-03-15,3.0
1103,1949-03-18,15.0
1104,1949-04-29,14.0
1105,1949-05-04,31.0
1106,1949-05-04,7.0
1107,1949-05-07,13.0
1108,1949-05-13,25.0
1109,1949-06-06,22.0
1110,1949-06-07,27.0
1111,1949-06-07,53.0
1112,1949-06-23,33.0
1113,1949-07-02,18.0
1114,1949-07-12,35.0
1115,1949-07-12,45.0
1116,1949-07-13,0.0
1117,1949-07-19,2.0
1118,1949-07-21,13.0
1119,1949-07-30,16.0
1120,1949-08-02,5.0
1121,1949-08-03,5.0
1122,1949-08-06,34.0
1123,1949-08-09,12.0
1124,1949-08-13,32.0
1125,1949-08-15,8.0
1126,1949-08-19,24.0
1127,1949-08-21,21.0
1128,1949-08-27,5.0
1129,1949-09-09,23.0
1130,1949-09-26,24.0
1131,1949-09-27,5.0
1132,1949-10-09,4.0
1133,1949-10-28,48.0
1134,1949-11-01,55.0
1135,1949-11-04,3.0
1136,1949-11-16,1.0
1137,1949-11-20,34.0
1138,1949-11-26,12.0
1139,1949-11-29,28.0
1140,1949-11-29,5.0
1141,1949-12-01,20.0
1142,1949-12-07,9.0
1143,1949-12-09,38.0
1144,1949-12-10,17.0
1145,1949-12-12,6.0
1146,1949-12-12,26.0
1147,1949-12-16,17.0
1148,1949-12-18,8.0
1149,1949-12-30,7.0
1150,1950-01-05,19.0
1151,1950-01-18,16.0
1152,1950-01-20,32.0
1153,1950-01-24,14.0
1154,1950-01-24,4.0
1155,1950-01-26,44.0
1156,1950-02-02,7.0
1157,1950-02-27,5.0
1158,1950-03-07,13.0
1159,1950-03-10,4.0
1160,1950-03-12,80.0
1161,1950-03-25,15.0
1162,1950-03-28,12.0
1163,1950-04-05,3.0
1164,1950-04-13,0.0
1165,1950-04-15,25.0
1166,1950-04-21,35.0
1167,1950-05-02,15.0
1168,1950-05-17,16.0
1169,1950-05-23,39.0
1170,1950-05-24,25.0
1171,1950-05-27,1.0
1172,1950-05-30,13.0
1173,1950-06-05,28.0
1174,1950-06-09,15.0
1175,1950-06-12,46.0
1176,1950-06-14,40.0
1177,1950-06-23,58.0
1178,1950-06-26,29.0
1179,1950-07-07,23.0
1180,1950-07-09,22.0
1181,1950-07-17,22.0
1182,1950-07-18,9.0
1183,1950-07-27,25.0
1184,1950-07-28,50.0
1185,1950-07-29,26.0
1186,1950-07-30,10.0
1187,1950-07-30,25.0
1188,1950-08-05,12.0
1189,1950-08-22,1.0
1190,1950-08-25,12.0
1191,1950-08-31,55.0
1192,1950-09-04,16.0
1193,1950-09-14,8.0
1194,1950-09-20,26.0
1195,1950-09-21,10.0
1196,1950-09-23,10.0
1197,1950-09-26,23.0
1198,1950-10-13,6.0
1199,1950-10-13,4.0
1200,1950-10-17,28.0
1201,1950-10-31,28.0
1202,1950-11-03,48.0
1203,1950-11-07,21.0
1204,1950-11-13,52.0
1205,1950-11-17,2.0
1206,1950-11-21,21.0
1207,1950-11-23,9.0
1208,1950-11-25,3.0
1209,1950-12-01,8.0
1210,1950-12-08,5.0
1211,1950-12-08,46.0
1212,1950-12-13,21.0
1213,1950-12-13,9.0
1214,1950-12-14,1.0
1215,1950-12-15,31.0
1216,1950-12-19,38.0
1217,1950-12-22,2.0
1218,1950-12-30,17.0
1219,1951-01-12,12.0
1220,1951-01-13,10.0
1221,1951-01-14,7.0
1222,1951-01-16,10.0
1223,1951-01-17,14.0
1224,1951-01-20,16.0
1225,1951-01-28,14.0
1226,1951-01-31,20.0
1227,1951-02-01,14.0
1228,1951-02-03,29.0
1229,1951-02-14,2.0
1230,1951-03-02,16.0
1231,1951-03-11,24.0
1232,1951-03-21,29.0
1233,1951-03-22,3.0
1234,1951-03-23,53.0
1235,1951-03-25,12.0
1236,1951-03-26,11.0
1237,1951-03-27,2.0
1238,1951-04-02,26.0
1239,1951-04-06,22.0
1240,1951-04-08,21.0
1241,1951-04-09,16.0
1242,1951-04-25,43.0
1243,1951-04-28,11.0
1244,1951-05-06,23.0
1245,1951-05-08,2.0
1246,1951-05-18,7.0
1247,1951-06-03,10.0
1248,1951-06-06,2.0
1249,1951-06-13,3.0
1250,1951-06-22,40.0
1251,1951-06-29,14.0
1252,1951-06-30,50.0
1253,1951-07-12,10.0
1254,1951-07-12,3.0
1255,1951-07-12,33.0
1256,1951-07-16,7.0
1257,1951-07-20,3.0
1258,1951-07-21,37.0
1259,1951-07-24,3.0
1260,1951-07-29,7.0
1261,1951-08-08,2.0
1262,1951-08-11,5.0
1263,1951-08-17,10.0
1264,1951-08-24,50.0
1265,1951-09-08,13.0
1266,1951-09-12,39.0
1267,1951-09-12,3.0
1268,1951-09-15,22.0
1269,1951-09-27,14.0
1270,1951-09-29,27.0
1271,1951-10-08,8.0
1272,1951-10-15,12.0
1273,1951-10-15,17.0
1274,1951-10-17,23.0
1275,1951-10-22,12.0
1276,1951-10-27,27.0
1277,1951-11-05,1.0
1278,1951-11-13,36.0
1279,1951-11-15,18.0
1280,1951-11-17,23.0
1281,1951-11-19,5.0
1282,1951-11-21,16.0
1283,1951-11-24,6.0
1284,1951-11-27,13.0
1285,1951-12-04,3.0
1286,1951-12-13,3.0
1287,1951-12-16,56.0
1288,1951-12-23,22.0
1289,1951-12-27,20.0
1290,1951-12-29,26.0
1291,1951-12-30,4.0
1292,1951-12-30,28.0
1293,1951-12-31,3.0
1294,1952-01-02,6.0
1295,1952-01-10,23.0
1296,1952-01-19,36.0
1297,1952-01-22,23.0
1298,1952-02-04,15.0
1299,1952-02-07,13.0
1300,1952-02-11,29.0
1301,1952-02-16,31.0
1302,1952-02-19,3.0
1303,1952-02-19,9.0
1304,1952-02-28,8.0
1305,1952-03-03,38.0
1306,1952-03-10,3.0
1307,1952-03-12,15.0
1308,1952-03-22,4.0
1309,1952-03-22,45.0
1310,1952-03-24,17.0
1311,1952-03-26,70.0
1312,1952-03-29,12.0
1313,1952-03-30,10.0
1314,1952-04-05,2.0
1315,1952-04-09,37.0
1316,1952-04-10,4.0
1317,1952-04-11,52.0
1318,1952-04-18,29.0
1319,1952-04-29,50.0
1320,1952-04-30,9.0
1321,1952-05-05,11.0
1322,1952-05-09,17.0
1323,1952-05-13,5.0
1324,1952-05-24,6.0
1325,1952-05-26,1.0
1326,1952-06-13,8.0
1327,1952-06-14,6.0
1328,1952-06-24,11.0
1329,1952-06-25,11.0
1330,1952-07-18,41.0
1331,1952-07-27,1.0
1332,1952-08-12,24.0
1333,1952-08-21,7.0
1334,1952-08-26,18.0
1335,1952-08-29,2.0
1336,1952-09-06,1.0
1337,1952-09-10,46.0
1338,1952-09-15,3.0
1339,1952-10-05,21.0
1340,1952-10-08,14.0
1341,1952-10-14,14.0
1342,1952-10-16,25.0
1343,1952-10-29,16.0
1344,1952-11-06,5.0
1345,1952-11-07,19.0
1346,1952-11-14,44.0
1347,1952-11-15,20.0
1348,1952-11-17,9.0
1349,1952-11-22,52.0
1350,1952-11-28,37.0
1351,1952-12-06,18.0
1352,1952-12-06,37.0
1353,1952-12-20,87.0
1354,1952-12-21,3.0
1355,1952-12-22,9.0
1356,1952-12-25,3.0
1357,1952-12-25,27.0
1358,1952-12-30,2.0
1359,1953-01-05,27.0
1360,1953-01-07,7.0
1361,1953-01-07,40.0
1362,1953-01-15,26.0
1363,1953-01-26,19.0
1364,1953-02-02,39.0
1365,1953-02-03,18.0
1366,1953-02-07,9.0
1367,1953-02-09,29.0
1368,1953-02-14,46.0
1369,1953-03-03,11.0
1370,1953-03-04,2.0
1371,1953-03-14,16.0
1372,1953-03-17,8.0
1373,1953-03-18,23.0
1374,1953-03-20,35.0
1375,1953-03-27,14.0
1376,1953-03-29,13.0
1377,1953-04-10,26.0
1378,1953-04-10,13.0
1379,1953-04-10,4.0
1380,1953-04-14,7.0
1381,1953-04-14,3.0
1382,1953-04-16,30.0
1383,1953-04-20,8.0
1384,1953-05-02,43.0
1385,1953-05-07,10.0
1386,1953-05-09,18.0
1387,1953-05-11,2.0
1388,1953-05-17,19.0
1389,1953-05-24,6.0
1390,1953-05-25,0.0
1391,1953-05-27,20.0
1392,1953-06-14,18.0
1393,1953-06-15,7.0
1394,1953-06-15,9.0
1395,1953-06-16,34.0
1396,1953-06-17,17.0
1397,1953-06-18,129.0
1398,1953-07-12,58.0
1399,1953-07-17,44.0
1400,1953-07-27,21.0
1401,1953-08-03,4.0
1402,1953-08-03,1.0
1403,1953-08-05,19.0
1404,1953-08-18,2.0
1405,1953-09-01,42.0
1406,1953-09-01,21.0
1407,1953-09-08,3.0
1408,1953-09-14,1.0
1409,1953-09-16,28.0
1410,1953-09-25,5.0
1411,1953-09-28,25.0
1412,1953-10-14,44.0
1413,1953-10-17,2.0
1414,1953-10-19,2.0
1415,1953-10-19,21.0
1416,1953-10-27,22.0
1417,1953-10-29,19.0
1418,1953-10-31,15.0
1419,1953-11-03,28.0
1420,1953-11-11,10.0
1421,1953-12-04,23.0
1422,1953-12-12,13.0
1423,1953-12-15,2.0
1424,1953-12-15,6.0
1425,1953-12-17,11.0
1426,1953-12-19,1.0
1427,1953-12-21,9.0
1428,1954-01-02,21.0
1429,1954-01-05,4.0
1430,1954-01-06,16.0
1431,1954-01-10,35.0
1432,1954-01-11,21.0
1433,1954-01-12,13.0
1434,1954-01-13,1.0
1435,1954-01-14,16.0
1436,1954-01-20,3.0
1437,1954-02-01,35.0
1438,1954-02-05,10.0
1439,1954-02-12,10.0
1440,1954-02-25,3.0
1441,1954-02-26,9.0
1442,1954-03-04,20.0
1443,1954-03-13,
1444,1954-03-13,33.0
1445,1954-03-14,2.0
1446,1954-03-19,18.0
1447,1954-03-26,18.0
1448,1954-04-03,25.0
1449,1954-04-04,4.0
1450,1954-04-08,21.0
1451,1954-04-08,36.0
1452,1954-04-13,16.0
1453,1954-04-13,14.0
1454,1954-04-23,25.0
1455,1954-04-30,5.0
1456,1954-05-22,3.0
1457,1954-05-31,19.0
1458,1954-06-03,1.0
1459,1954-06-04,3.0
1460,1954-06-08,4.0
1461,1954-06-19,3.0
1462,1954-07-02,24.0
1463,1954-07-23,10.0
1464,1954-08-08,2.0
1465,1954-08-09,30.0
1466,1954-08-12,3.0
1467,1954-08-16,47.0
1468,1954-08-22,12.0
1469,1954-08-23,21.0
1470,1954-08-26,26.0
1471,1954-08-27,26.0
1472,1954-09-05,28.0
1473,1954-09-12,6.0
1474,1954-09-15,3.0
1475,1954-09-27,29.0
1476,1954-10-24,21.0
1477,1954-10-28,16.0
1478,1954-10-30,42.0
1479,1954-10-31,3.0
1480,1954-11-16,24.0
1481,1954-11-30,2.0
1482,1954-12-04,29.0
1483,1954-12-12,4.0
1484,1954-12-18,26.0
1485,1954-12-18,2.0
1486,1954-12-22,10.0
1487,1954-12-25,28.0
1488,1954-12-31,17.0
1489,1955-01-01,12.0
1490,1955-01-11,18.0
1491,1955-01-12,15.0
1492,1955-01-15,1.0
1493,1955-01-19,0.0
1494,1955-01-31,5.0
1495,1955-02-02,10.0
1496,1955-02-05,13.0
1497,1955-02-13,29.0
1498,1955-02-19,16.0
1499,1955-02-23,1.0
1500,1955-02-26,6.0
1501,1955-03-06,5.0
1502,1955-03-07,6.0
1503,1955-03-08,26.0
1504,1955-03-09,8.0
1505,1955-03-20,13.0
1506,1955-03-22,66.0
1507,1955-03-26,4.0
1508,1955-04-02,2.0
1509,1955-04-04,3.0
1510,1955-04-11,19.0
1511,1955-04-18,12.0
1512,1955-05-18,20.0
1513,1955-05-21,4.0
1514,1955-05-26,2.0
1515,1955-06-03,3.0
1516,1955-06-16,16.0
1517,1955-06-18,18.0
1518,1955-07-14,22.0
1519,1955-07-17,22.0
1520,1955-07-27,58.0
1521,1955-08-04,30.0
1522,1955-08-05,25.0
1523,1955-08-11,67.0
1524,1955-08-26,13.0
1525,1955-08-30,2.0
1526,1955-09-02,12.0
1527,1955-09-08,2.0
1528,1955-09-10,16.0
1529,1955-09-17,2.0
1530,1955-09-22,15.0
1531,1955-09-24,3.0
1532,1955-09-29,1.0
1533,1955-10-02,19.0
1534,1955-10-06,66.0
1535,1955-10-10,7.0
1536,1955-11-01,44.0
1537,1955-11-17,14.0
1538,1955-11-17,28.0
1539,1955-11-20,10.0
1540,1955-11-30,10.0
1541,1955-12-01,6.0
1542,1955-12-09,21.0
1543,1955-12-17,2.0
1544,1955-12-19,26.0
1545,1955-12-21,17.0
1546,1956-01-12,1.0
1547,1956-01-17,4.0
1548,1956-01-18,22.0
1549,1956-01-28,3.0
1550,1956-02-13,2.0
1551,1956-02-14,2.0
1552,1956-02-17,40.0
1553,1956-02-18,50.0
1554,1956-02-20,52.0
1555,1956-02-24,19.0
1556,1956-02-25,3.0
1557,1956-03-21,2.0
1558,1956-03-28,1.0
1559,1956-03-31,3.0
1560,1956-03-31,19.0
1561,1956-04-01,22.0
1562,1956-04-02,5.0
1563,1956-04-09,6.0
1564,1956-04-18,3.0
1565,1956-04-30,2.0
1566,1956-05-15,14.0
1567,1956-05-15,2.0
1568,1956-05-24,30.0
1569,1956-06-13,1.0
1570,1956-06-20,74.0
1571,1956-06-24,32.0
1572,1956-06-30,128.0
1573,1956-07-09,1.0
1574,1956-07-13,46.0
1575,1956-07-15,4.0
1576,1956-07-16,18.0
1577,1956-08-08,12.0
1578,1956-08-29,15.0
1579,1956-09-09,0.0
1580,1956-09-09,1.0
1581,1956-10-02,5.0
1582,1956-10-10,59.0
1583,1956-10-16,0.0
1584,1956-10-19,3.0
1585,1956-10-28,16.0
1586,1956-11-05,7.0
1587,1956-11-07,2.0
1588,1956-11-15,25.0
1589,1956-11-17,36.0
1590,1956-11-24,34.0
1591,1956-11-24,23.0
1592,1956-11-27,25.0
1593,1956-12-08,14.0
1594,1956-12-09,62.0
1595,1956-12-12,5.0
1596,1956-12-22,3.0
1597,1956-12-22,21.0
1598,1956-12-31,12.0
1599,1957-01-06,1.0
1600,1957-01-11,17.0
1601,1957-01-23,16.0
1602,1957-01-29,2.0
1603,1957-01-31,5.0
1604,1957-02-01,21.0
1605,1957-02-22,22.0
1606,1957-03-02,5.0
1607,1957-03-04,17.0
1608,1957-03-05,18.0
1609,1957-03-09,15.0
1610,1957-03-14,20.0
1611,1957-03-17,24.0
1612,1957-03-18,19.0
1613,1957-03-22,67.0
1614,1957-04-07,40.0
1615,1957-04-08,34.0
1616,1957-04-10,26.0
1617,1957-04-15,3.0
1618,1957-04-17,24.0
1619,1957-04-20,1.0
1620,1957-05-01,34.0
1621,1957-05-05,1.0
1622,1957-05-09,37.0
1623,1957-05-13,2.0
1624,1957-05-13,16.0
1625,1957-05-13,2.0
1626,1957-06-14,9.0
1627,1957-06-18,9.0
1628,1957-06-22,3.0
1629,1957-06-23,14.0
1630,1957-06-24,6.0
1631,1957-07-01,24.0
1632,1957-07-03,4.0
1633,1957-07-16,16.0
1634,1957-07-16,58.0
1635,1957-07-25,1.0
1636,1957-08-11,79.0
1637,1957-08-15,23.0
1638,1957-08-20,8.0
1639,1957-08-29,12.0
1640,1957-09-03,8.0
1641,1957-09-15,12.0
1642,1957-09-18,1.0
1643,1957-09-27,3.0
1644,1957-09-28,3.0
1645,1957-10-01,27.0
1646,1957-10-03,27.0
1647,1957-10-18,2.0
1648,1957-10-23,7.0
1649,1957-10-28,21.0
1650,1957-10-30,3.0
1651,1957-11-03,7.0
1652,1957-11-04,4.0
1653,1957-11-06,15.0
1654,1957-11-08,44.0
1655,1957-11-15,4.0
1656,1957-11-15,43.0
1657,1957-11-21,4.0
1658,1957-12-08,61.0
1659,1957-12-10,3.0
1660,1957-12-11,2.0
1661,1957-12-18,27.0
1662,1957-12-23,19.0
1663,1957-12-23,4.0
1664,1957-12-31,9.0
1665,1958-01-16,3.0
1666,1958-01-20,11.0
1667,1958-02-01,5.0
1668,1958-02-01,41.0
1669,1958-02-06,23.0
1670,1958-02-15,16.0
1671,1958-02-19,15.0
1672,1958-02-19,1.0
1673,1958-02-20,22.0
1674,1958-02-27,35.0
1675,1958-03-07,8.0
1676,1958-03-07,26.0
1677,1958-03-22,4.0
1678,1958-03-24,20.0
1679,1958-03-25,9.0
1680,1958-03-27,18.0
1681,1958-04-02,3.0
1682,1958-04-06,47.0
1683,1958-04-07,32.0
1684,1958-04-14,16.0
1685,1958-04-21,49.0
1686,1958-05-15,21.0
1687,1958-05-16,3.0
1688,1958-05-18,65.0
1689,1958-05-20,12.0
1690,1958-05-25,4.0
1691,1958-05-31,4.0
1692,1958-05-31,15.0
1693,1958-06-02,1.0
1694,1958-06-02,45.0
1695,1958-06-04,1.0
1696,1958-06-09,24.0
1697,1958-06-16,21.0
1698,1958-06-25,5.0
1699,1958-06-27,15.0
1700,1958-07-09,3.0
1701,1958-08-09,36.0
1702,1958-08-11,10.0
1703,1958-08-12,33.0
1704,1958-08-14,99.0
1705,1958-08-15,25.0
1706,1958-08-15,64.0
1707,1958-09-02,17.0
1708,1958-09-02,19.0
1709,1958-09-02,3.0
1710,1958-09-05,14.0
1711,1958-09-07,27.0
1712,1958-09-08,13.0
1713,1958-09-09,8.0
1714,1958-09-19,15.0
1715,1958-09-19,28.0
1716,1958-09-29,5.0
1717,1958-10-09,19.0
1718,1958-10-14,23.0
1719,1958-10-15,20.0
1720,1958-10-17,80.0
1721,1958-10-18,11.0
1722,1958-10-22,31.0
1723,1958-11-01,17.0
1724,1958-11-03,8.0
1725,1958-11-08,3.0
1726,1958-11-09,36.0
1727,1958-11-16,2.0
1728,1958-12-04,21.0
1729,1958-12-23,21.0
1730,1958-12-24,9.0
1731,1958-12-26,3.0
1732,1958-12-30,21.0
1733,1959-01-06,5.0
1734,1959-01-08,10.0
1735,1959-01-11,36.0
1736,1959-01-14,2.0
1737,1959-01-16,51.0
1738,1959-01-18,25.0
1739,1959-01-21,4.0
1740,1959-01-22,10.0
1741,1959-01-27,2.0
1742,1959-02-01,3.0
1743,1959-02-03,4.0
1744,1959-02-03,65.0
1745,1959-02-17,14.0
1746,1959-02-18,5.0
1747,1959-03-05,15.0
1748,1959-03-12,5.0
1749,1959-03-13,1.0
1750,1959-03-29,9.0
1751,1959-03-29,24.0
1752,1959-03-30,2.0
1753,1959-04-17,26.0
1754,1959-04-23,12.0
1755,1959-04-29,28.0
1756,1959-05-02,5.0
1757,1959-05-12,31.0
1758,1959-05-12,2.0
1759,1959-05-13,12.0
1760,1959-05-15,10.0
1761,1959-05-21,8.0
1762,1959-06-01,60.0
1763,1959-06-05,19.0
1764,1959-06-12,8.0
1765,1959-06-23,14.0
1766,1959-06-26,68.0
1767,1959-06-30,0.0
1768,1959-07-15,32.0
1769,1959-08-03,6.0
1770,1959-08-14,2.0
1771,1959-08-15,5.0
1772,1959-08-19,32.0
1773,1959-08-27,2.0
1774,1959-09-02,2.0
1775,1959-09-08,1.0
1776,1959-09-12,3.0
1777,1959-09-23,20.0
1778,1959-09-24,16.0
1779,1959-09-24,54.0
1780,1959-09-29,34.0
1781,1959-10-06,2.0
1782,1959-10-23,28.0
1783,1959-10-26,1.0
1784,1959-10-30,26.0
1785,1959-10-30,18.0
1786,1959-11-04,5.0
1787,1959-11-16,40.0
1788,1959-11-16,42.0
1789,1959-11-21,24.0
1790,1959-11-24,3.0
1791,1959-12-01,25.0
1792,1959-12-08,45.0
1793,1959-12-13,29.0
1794,1959-12-17,3.0
1795,1959-12-21,2.0
1796,1959-12-22,32.0
1797,1959-12-24,1.0
1798,1959-12-31,11.0
1799,1960-01-03,9.0
1800,1960-01-06,34.0
1801,1960-01-10,10.0
1802,1960-01-18,50.0
1803,1960-01-19,42.0
1804,1960-01-21,37.0
1805,1960-01-26,9.0
1806,1960-02-05,59.0
1807,1960-02-25,61.0
1808,1960-02-26,32.0
1809,1960-02-26,34.0
1810,1960-03-15,6.0
1811,1960-03-16,5.0
1812,1960-03-17,63.0
1813,1960-03-19,25.0
1814,1960-04-05,2.0
1815,1960-04-12,10.0
1816,1960-04-14,18.0
1817,1960-04-18,9.0
1818,1960-04-19,37.0
1819,1960-04-20,4.0
1820,1960-04-22,35.0
1821,1960-04-28,13.0
1822,1960-05-15,12.0
1823,1960-05-18,9.0
1824,1960-05-23,4.0
1825,1960-06-10,31.0
1826,1960-06-10,29.0
1827,1960-06-14,14.0
1828,1960-06-24,54.0
1829,1960-07-06,18.0
1830,1960-07-10,20.0
1831,1960-07-11,18.0
1832,1960-07-14,1.0
1833,1960-07-15,1.0
1834,1960-07-16,8.0
1835,1960-07-19,37.0
1836,1960-07-20,23.0
1837,1960-07-27,13.0
1838,1960-07-31,1.0
1839,1960-08-01,6.0
1840,1960-08-17,34.0
1841,1960-08-17,20.0
1842,1960-08-24,3.0
1843,1960-08-29,63.0
1844,1960-09-02,18.0
1845,1960-09-07,31.0
1846,1960-09-19,80.0
1847,1960-09-22,29.0
1848,1960-09-22,3.0
1849,1960-09-26,31.0
1850,1960-09-28,8.0
1851,1960-09-29,21.0
1852,1960-10-04,62.0
1853,1960-10-14,11.0
1854,1960-10-15,2.0
1855,1960-10-21,3.0
1856,1960-10-28,12.0
1857,1960-10-29,22.0
1858,1960-10-29,1.0
1859,1960-11-05,4.0
1860,1960-11-07,37.0
1861,1960-11-23,33.0
1862,1960-12-04,14.0
1863,1960-12-07,15.0
1864,1960-12-11,31.0
1865,1960-12-16,128.0
1866,1960-12-17,20.0
1867,1960-12-22,28.0
1868,1960-12-26,17.0
1869,1961-01-02,10.0
1870,1961-01-03,25.0
1871,1961-01-19,4.0
1872,1961-01-22,6.0
1873,1961-01-24,21.0
1874,1961-01-26,23.0
1875,1961-01-28,6.0
1876,1961-02-03,26.0
1877,1961-02-15,72.0
1878,1961-03-09,12.0
1879,1961-03-25,23.0
1880,1961-03-28,52.0
1881,1961-04-03,24.0
1882,1961-04-18,14.0
1883,1961-05-10,78.0
1884,1961-05-24,22.0
1885,1961-05-29,13.0
1886,1961-05-30,61.0
1887,1961-06-12,20.0
1888,1961-06-13,5.0
1889,1961-06-17,1.0
1890,1961-06-30,24.0
1891,1961-07-08,9.0
1892,1961-07-10,1.0
1893,1961-07-11,17.0
1894,1961-07-12,72.0
1895,1961-07-19,67.0
1896,1961-07-21,6.0
1897,1961-08-06,27.0
1898,1961-08-09,39.0
1899,1961-08-23,28.0
1900,1961-08-29,1.0
1901,1961-09-01,78.0
1902,1961-09-05,5.0
1903,1961-09-06,4.0
1904,1961-09-06,2.0
1905,1961-09-10,83.0
1906,1961-09-12,77.0
1907,1961-09-17,37.0
1908,1961-09-17,16.0
1909,1961-09-23,28.0
1910,1961-10-07,34.0
1911,1961-10-10,17.0
1912,1961-11-01,45.0
1913,1961-11-01,2.0
1914,1961-11-08,76.0
1915,1961-11-11,3.0
1916,1961-11-21,6.0
1917,1961-11-22,3.0
1918,1961-11-23,52.0
1919,1961-11-23,21.0
1920,1961-11-30,15.0
1921,1961-12-04,3.0
1922,1961-12-12,13.0
1923,1961-12-15,2.0
1924,1961-12-17,59.0
1925,1961-12-21,27.0
1926,1961-12-24,1.0
1927,1961-12-29,14.0
1928,1961-12-31,32.0
1929,1962-01-13,5.0
1930,1962-01-22,6.0
1931,1962-01-27,13.0
1932,1962-02-04,18.0
1933,1962-02-25,23.0
1934,1962-02-25,2.0
1935,1962-03-01,95.0
1936,1962-03-04,111.0
1937,1962-03-06,2.0
1938,1962-03-08,5.0
1939,1962-03-08,15.0
1940,1962-03-08,11.0
1941,1962-03-15,107.0
1942,1962-03-15,1.0
1943,1962-03-20,11.0
1944,1962-03-27,22.0
1945,1962-04-06,31.0
1946,1962-04-19,15.0
1947,1962-04-22,40.0
1948,1962-05-06,12.0
1949,1962-05-08,32.0
1950,1962-05-09,23.0
1951,1962-05-12,15.0
1952,1962-05-15,3.0
1953,1962-05-17,13.0
1954,1962-05-22,26.0
1955,1962-05-22,45.0
1956,1962-05-24,20.0
1957,1962-06-03,130.0
1958,1962-06-04,5.0
1959,1962-06-22,112.0
1960,1962-06-28,81.0
1961,1962-06-30,84.0
1962,1962-07-06,11.0
1963,1962-07-07,94.0
1964,1962-07-09,6.0
1965,1962-07-15,1.0
1966,1962-07-16,9.0
1967,1962-07-19,26.0
1968,1962-07-22,27.0
1969,1962-07-28,81.0
1970,1962-07-30,4.0
1971,1962-08-01,10.0
1972,1962-08-20,15.0
1973,1962-08-23,20.0
1974,1962-08-24,9.0
1975,1962-09-03,12.0
1976,1962-09-03,86.0
1977,1962-09-04,13.0
1978,1962-09-10,11.0
1979,1962-09-10,44.0
1980,1962-09-10,4.0
1981,1962-09-18,32.0
1982,1962-09-21,8.0
1983,1962-09-23,28.0
1984,1962-10-10,13.0
1985,1962-10-10,2.0
1986,1962-10-12,18.0
1987,1962-10-12,3.0
1988,1962-10-19,1.0
1989,1962-10-25,11.0
1990,1962-11-10,27.0
1991,1962-11-19,4.0
1992,1962-11-23,23.0
1993,1962-11-23,21.0
1994,1962-11-23,18.0
1995,1962-11-26,26.0
1996,1962-11-27,97.0
1997,1962-11-30,25.0
1998,1962-12-06,24.0
1999,1962-12-14,50.0
2000,1962-12-14,5.0
2001,1962-12-19,33.0
2002,1962-12-20,12.0
2003,1962-12-22,1.0
2004,1962-12-28,1.0
2005,1962-12-29,25.0
2006,1963-01-14,12.0
2007,1963-01-15,6.0
2008,1963-01-17,3.0
2009,1963-01-26,1.0
2010,1963-01-29,8.0
2011,1963-01-30,14.0
2012,1963-02-01,17.0
2013,1963-02-03,4.0
2014,1963-02-08,7.0
2015,1963-02-12,43.0
2016,1963-02-28,0.0
2017,1963-03-02,27.0
2018,1963-03-05,12.0
2019,1963-03-05,4.0
2020,1963-03-15,39.0
2021,1963-03-15,4.0
2022,1963-03-20,18.0
2023,1963-03-23,10.0
2024,1963-03-30,11.0
2025,1963-04-04,67.0
2026,1963-04-14,12.0
2027,1963-05-03,37.0
2028,1963-05-03,55.0
2029,1963-05-12,34.0
2030,1963-06-03,101.0
2031,1963-06-03,29.0
2032,1963-06-10,20.0
2033,1963-06-16,19.0
2034,1963-06-16,31.0
2035,1963-06-23,38.0
2036,1963-07-01,15.0
2037,1963-07-02,7.0
2038,1963-07-03,23.0
2039,1963-07-13,32.0
2040,1963-07-15,6.0
2041,1963-07-17,6.0
2042,1963-07-27,63.0
2043,1963-08-04,10.0
2044,1963-08-12,20.0
2045,1963-08-14,1.0
2046,1963-08-17,19.0
2047,1963-08-21,0.0
2048,1963-08-24,32.0
2049,1963-08-28,11.0
2050,1963-09-02,15.0
2051,1963-09-04,80.0
2052,1963-09-11,18.0
2053,1963-09-12,40.0
2054,1963-09-22,10.0
2055,1963-10-09,6.0
2056,1963-10-14,6.0
2057,1963-10-18,31.0
2058,1963-10-20,7.0
2059,1963-10-22,7.0
2060,1963-11-08,22.0
2061,1963-11-29,118.0
2062,1963-12-07,3.0
